phase,dataset,model,prompt_type,temperature,run_num,CVE_ID,true_score,true_severity,true_AV,true_AC,true_PR,true_UI,true_S,true_C,true_I,true_A,true_vector,raw_response,parse_status,pred_AV,pred_AC,pred_PR,pred_UI,pred_S,pred_C,pred_I,pred_A,AV_correct,AC_correct,PR_correct,UI_correct,S_correct,C_correct,I_correct,A_correct,exact_match,computed_score,score_error,predicted_severity,severity_correct,inference_time_s
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-42179,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,U,L,N,N,True,True,False,True,True,True,True,True,False,5.3,2.6,Medium,False,3.33
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""H"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,N,H,N,N,U,H,N,N,True,True,True,True,True,False,True,True,False,5.9,2.2,Medium,False,9.52
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""A"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,A,L,N,N,U,H,N,N,False,False,True,True,True,False,True,True,False,6.5,2.8,Medium,False,25.87
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""A"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,A,L,N,N,U,H,N,N,False,False,True,True,True,False,True,True,False,6.5,2.8,Medium,False,19.1
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,H,N,N,U,H,N,N,True,True,True,True,True,False,True,True,False,5.9,2.2,Medium,False,19.09
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""A"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,A,L,N,N,U,H,N,N,False,False,True,True,True,False,True,True,False,6.5,2.8,Medium,False,12.93
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-46665,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""A"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,A,L,N,N,U,H,N,N,False,False,True,True,True,False,True,True,False,6.5,2.8,Medium,False,12.68
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,L,L,L,N,U,H,N,N,True,True,True,True,True,False,True,True,False,5.5,2.2,Medium,False,10.9
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,L,L,L,N,U,H,N,N,True,True,True,True,True,False,True,True,False,5.5,2.2,Medium,False,22.23
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,L,L,L,N,U,L,N,N,True,True,True,True,True,True,True,True,True,3.3,0.0,Low,True,10.52
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,L,L,L,N,U,L,N,N,True,True,True,True,True,True,True,True,True,3.3,0.0,Low,True,5.98
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,L,L,L,N,U,L,N,N,True,True,True,True,True,True,True,True,True,3.3,0.0,Low,True,19.6
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-50564,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,L,L,L,N,U,L,N,N,True,True,True,True,True,True,True,True,True,3.3,0.0,Low,True,12.73
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,U,H,N,N,True,True,False,True,True,False,True,True,False,7.5,4.8,High,False,7.57
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,N,L,N,N,U,H,N,N,True,True,False,True,True,False,True,True,False,7.5,4.8,High,False,5.37
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""N"",""A"":""N""}",success,N,L,N,N,U,H,N,N,True,True,False,True,True,False,True,True,False,7.5,4.8,High,False,6.25
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""C"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,C,H,N,N,True,True,False,True,False,False,True,True,False,8.6,5.9,High,False,13.02
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,U,H,N,N,True,True,False,True,True,False,True,True,False,7.5,4.8,High,False,5.94
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-55593,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,U,H,N,N,True,True,False,True,True,False,True,True,False,7.5,4.8,High,False,6.25
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,15.22
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""H"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,H,H,N,U,N,L,N,True,False,False,True,True,True,False,False,False,1.9,1.4,Low,True,16.0
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,15.9
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,N,N,U,N,L,N,True,True,False,True,True,True,False,False,False,4.0,0.7,Medium,False,14.01
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,H,N,U,N,L,N,True,True,False,True,True,True,False,False,False,2.3,1.0,Low,True,14.15
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-29979,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,H,N,U,N,L,N,True,True,False,True,True,True,False,False,False,2.3,1.0,Low,True,14.62
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,11.64
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,23.87
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""L"",""A"":""N""}",success,L,L,H,N,U,N,L,N,True,True,False,True,True,True,False,False,False,2.3,1.0,Low,True,11.96
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,14.48
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,L,N,U,N,L,N,True,True,True,True,True,True,False,False,False,3.3,0.0,Low,True,14.82
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-29980,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""L"", ""A"": ""N""}",success,L,L,H,N,U,N,L,N,True,True,False,True,True,True,False,False,False,2.3,1.0,Low,True,17.7
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""N""}",success,L,L,H,N,U,N,N,N,True,True,False,True,True,True,False,True,False,0.0,,Unknown,False,8.36
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""N""}",success,L,L,H,N,U,N,N,N,True,True,False,True,True,True,False,True,False,0.0,,Unknown,False,10.03
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""L""}",success,L,L,H,N,U,N,N,L,True,True,False,True,True,True,False,False,False,2.3,1.0,Low,True,13.37
phase1,pilot_40,gpt5,few_shot,0.3,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,L,L,H,N,U,N,N,N,True,True,False,True,True,True,False,True,False,0.0,,Unknown,False,8.22
phase1,pilot_40,gpt5,few_shot,0.5,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,L,L,H,N,U,N,N,N,True,True,False,True,True,True,False,True,False,0.0,,Unknown,False,8.63
phase1,pilot_40,gpt5,few_shot,0.7,1,CVE-2024-57898,3.3,Low,L,L,L,N,U,N,L,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,L,L,H,N,U,N,N,N,True,True,False,True,True,True,False,True,False,0.0,,Unknown,False,6.08
phase1,pilot_40,gpt5,zero_shot,0.3,1,CVE-2024-40839,2.4,Low,P,L,N,N,U,L,N,N,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""P"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,P,L,N,N,U,L,N,N,True,True,True,True,True,True,True,True,True,2.4,0.0,Low,True,6.54
phase1,pilot_40,gpt5,zero_shot,0.5,1,CVE-2024-40839,2.4,Low,P,L,N,N,U,L,N,N,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""P"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,P,L,N,N,U,L,N,N,True,True,True,True,True,True,True,True,True,2.4,0.0,Low,True,5.26
phase1,pilot_40,gpt5,zero_shot,0.7,1,CVE-2024-40839,2.4,Low,P,L,N,N,U,L,N,N,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""P"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,P,L,N,N,U,L,N,N,True,True,True,True,True,True,True,True,True,2.4,0.0,Low,True,9.0
