phase,dataset,model,prompt_type,temperature,run_num,CVE_ID,true_score,true_severity,true_AV,true_AC,true_PR,true_UI,true_S,true_C,true_I,true_A,true_vector,raw_response,parse_status,pred_AV,pred_AC,pred_PR,pred_UI,pred_S,pred_C,pred_I,pred_A,AV_correct,AC_correct,PR_correct,UI_correct,S_correct,C_correct,I_correct,A_correct,exact_match,computed_score,score_error,predicted_severity,severity_correct,inference_time_s
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-1149,3.1,Low,N,H,N,R,U,N,N,L,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""R"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""L""}",success,N,H,N,R,U,N,N,L,True,True,True,True,True,True,True,True,True,3.1,0.0,Low,True,9.88
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-1150,3.1,Low,N,H,N,R,U,N,N,L,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L,"{""AV"":""N"",""AC"":""H"",""PR"":""N"",""UI"":""R"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""L""}",success,N,H,N,R,U,N,N,L,True,True,True,True,True,True,True,True,True,3.1,0.0,Low,True,17.54
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-1150,3.1,Low,N,H,N,R,U,N,N,L,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""R"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""L""}",success,N,H,N,R,U,N,N,L,True,True,True,True,True,True,True,True,True,3.1,0.0,Low,True,16.1
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-1152,3.7,Low,N,H,N,N,U,N,N,L,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""N"",""AC"":""H"",""PR"":""N"",""UI"":""R"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""L""}",success,N,H,N,R,U,N,N,L,True,True,True,False,True,True,True,True,False,3.1,0.6,Low,True,9.7
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-1152,3.7,Low,N,H,N,N,U,N,N,L,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""R"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""L""}",success,N,H,N,R,U,N,N,L,True,True,True,False,True,True,True,True,False,3.1,0.6,Low,True,15.26
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-24429,3.5,Low,N,L,L,R,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""L"",""UI"":""R"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,N,L,L,R,U,L,N,N,True,True,True,True,True,True,True,True,True,3.5,0.0,Low,True,7.06
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-24429,3.5,Low,N,L,L,R,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""R"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,N,L,L,R,U,L,N,N,True,True,True,True,True,True,True,True,True,3.5,0.0,Low,True,11.4
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-24430,3.7,Low,N,H,N,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""N"",""AC"":""H"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""N""}",success,N,H,N,N,U,N,N,N,True,True,True,True,True,True,False,True,False,0.0,,Unknown,False,12.43
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-24430,3.7,Low,N,H,N,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,N,H,N,N,U,N,N,N,True,True,True,True,True,True,False,True,False,0.0,,Unknown,False,15.5
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-24432,3.7,Low,N,H,N,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""N"",""AC"":""H"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""L""}",success,N,H,N,N,U,N,N,L,True,True,True,True,True,True,False,False,False,3.7,0.0,Low,True,22.04
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-24432,3.7,Low,N,H,N,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,N,H,N,N,U,N,N,N,True,True,True,True,True,True,False,True,False,0.0,,Unknown,False,14.28
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2024-12548,3.3,Low,L,L,N,R,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""N"",""UI"":""R"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,N,L,N,R,U,L,N,N,False,True,True,True,True,True,True,True,False,4.3,1.0,Medium,False,11.02
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2024-12548,3.3,Low,L,L,N,R,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""R"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,R,U,L,N,N,False,True,True,True,True,True,True,True,False,4.3,1.0,Medium,False,20.66
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2024-57257,2.4,Low,P,L,N,N,U,N,N,L,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""P"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""H""}",success,P,L,N,N,U,N,N,H,True,True,True,True,True,True,True,False,False,4.6,2.2,Medium,False,35.36
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2024-57257,2.4,Low,P,L,N,N,U,N,N,L,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""P"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""H""}",success,P,L,N,N,U,N,N,H,True,True,True,True,True,True,True,False,False,4.6,2.2,Medium,False,21.02
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-1878,3.1,Low,A,H,N,N,U,L,N,N,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""A"",""AC"":""H"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""L"",""A"":""L""}",success,A,H,N,N,U,L,L,L,True,True,True,True,True,True,False,False,False,5.0,1.9,Medium,False,13.95
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-1878,3.1,Low,A,H,N,N,U,L,N,N,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""A"", ""AC"": ""H"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""L"", ""A"": ""L""}",success,A,H,N,N,U,L,L,L,True,True,True,True,True,True,False,False,False,5.0,1.9,Medium,False,18.66
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-25615,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,N,L,L,N,U,L,N,N,True,True,False,True,True,True,True,True,False,4.3,1.6,Medium,False,11.47
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-25615,2.7,Low,N,L,H,N,U,L,N,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,N,L,L,N,U,L,N,N,True,True,False,True,True,True,True,True,False,4.3,1.6,Medium,False,20.61
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2024-13838,3.8,Low,N,L,H,N,U,L,L,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""C"",""C"":""L"",""I"":""L"",""A"":""N""}",success,N,L,H,N,C,L,L,N,True,True,True,True,False,True,True,True,False,5.5,1.7,Medium,False,21.62
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2024-13838,3.8,Low,N,L,H,N,U,L,L,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""C"", ""C"": ""H"", ""I"": ""H"", ""A"": ""N""}",success,N,L,H,N,C,H,H,N,True,True,True,True,False,False,False,True,False,8.7,4.9,High,False,16.14
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-21851,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""H""}",success,L,L,H,N,U,N,N,H,True,True,False,True,True,True,True,False,False,4.4,1.1,Medium,False,17.05
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-21851,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""H""}",success,L,L,L,N,U,N,N,H,True,True,True,True,True,True,True,False,False,5.5,2.2,Medium,False,27.6
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-21860,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""L""}",success,L,L,N,N,U,N,N,L,True,True,False,True,True,True,True,True,False,4.0,0.7,Medium,False,21.18
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-21860,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""N""}",success,L,L,N,N,U,N,N,N,True,True,False,True,True,True,True,False,False,0.0,,Unknown,False,13.03
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-30344,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,N,L,N,N,U,L,N,N,True,False,True,True,True,True,True,True,False,5.3,1.6,Medium,False,19.31
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-30344,3.7,Low,N,H,N,N,U,L,N,N,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""N"", ""A"": ""N""}",success,N,L,N,N,U,L,N,N,True,False,True,True,True,True,True,True,False,5.3,1.6,Medium,False,8.39
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-27715,2.7,Low,N,L,H,N,U,N,L,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""N"",""AC"":""L"",""PR"":""H"",""UI"":""N"",""S"":""U"",""C"":""H"",""I"":""L"",""A"":""N""}",success,N,L,H,N,U,H,L,N,True,True,True,True,True,False,True,True,False,5.5,2.8,Medium,False,25.29
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-27715,2.7,Low,N,L,H,N,U,N,L,N,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""N"", ""AC"": ""L"", ""PR"": ""H"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""H"", ""I"": ""N"", ""A"": ""N""}",success,N,L,H,N,U,H,N,N,True,True,True,True,True,False,False,True,False,4.9,2.2,Medium,False,38.51
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-2588,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"":""L"",""AC"":""L"",""PR"":""N"",""UI"":""N"",""S"":""U"",""C"":""N"",""I"":""N"",""A"":""H""}",success,L,L,N,N,U,N,N,H,True,True,False,True,True,True,True,False,False,6.2,2.9,Medium,False,22.11
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-2588,3.3,Low,L,L,L,N,U,N,N,L,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"{""AV"": ""L"", ""AC"": ""L"", ""PR"": ""N"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""N"", ""I"": ""N"", ""A"": ""H""}",success,L,L,N,N,U,N,N,H,True,True,False,True,True,True,True,False,False,6.2,2.9,Medium,False,30.6
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-24808,3.1,Low,N,H,L,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"":""N"",""AC"":""H"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""L"",""A"":""N""}",success,N,H,L,N,U,L,L,N,True,True,True,True,True,False,True,True,False,4.2,1.1,Medium,False,31.51
phase2,main_400,gpt5,few_shot,0.3,1,CVE-2025-24808,3.1,Low,N,H,L,N,U,N,L,N,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,"{""AV"": ""N"", ""AC"": ""H"", ""PR"": ""L"", ""UI"": ""N"", ""S"": ""U"", ""C"": ""L"", ""I"": ""L"", ""A"": ""N""}",success,N,H,L,N,U,L,L,N,True,True,True,True,True,False,True,True,False,4.2,1.1,Medium,False,21.44
phase2,main_400,gpt5,zero_shot,0.7,1,CVE-2025-20233,3.3,Low,L,L,L,N,U,L,N,N,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"{""AV"":""L"",""AC"":""L"",""PR"":""L"",""UI"":""N"",""S"":""U"",""C"":""L"",""I"":""N"",""A"":""N""}",success,L,L,L,N,U,L,N,N,True,True,True,True,True,True,True,True,True,3.3,0.0,Low,True,22.58
